Gene	Tissue	Gene name	Cluster	Cell type	Read count	pTPM
9606.ENSP00000356205	brain	ADORA1	c-35	astrocytes	1538564.0	22.1
9606.ENSP00000356205	brain	ADORA1	c-25	inhibitory neurons	11671127.0	11.1
9606.ENSP00000356205	brain	ADORA1	c-43	microglial cells	390440.0	5.1
9606.ENSP00000356218	brain	CYB5R1	c-43	microglial cells	390440.0	23.1
9606.ENSP00000356218	brain	CYB5R1	c-38	inhibitory neurons	6521624.0	21.9
9606.ENSP00000356218	brain	CYB5R1	c-31	excitatory neurons	26853876.0	21.6
9606.ENSP00000356218	brain	CYB5R1	c-35	astrocytes	1538564.0	20.1
9606.ENSP00000356218	brain	CYB5R1	c-42	oligodendrocyte precursor cells	1265946.0	18.2
9606.ENSP00000356218	brain	CYB5R1	c-37	oligodendrocytes	2228281.0	13.9
9606.ENSP00000356218	placenta	CYB5R1	c-5	cytotrophoblasts	8066555.0	429.8
9606.ENSP00000356218	placenta	CYB5R1	c-10	syncytiotrophoblasts	12568358.0	214.5
9606.ENSP00000356218	placenta	CYB5R1	c-6	extravillous trophoblasts	42924496.0	170.0
9606.ENSP00000356218	placenta	CYB5R1	c-18	fibroblasts	2005662.0	103.2
9606.ENSP00000356218	placenta	CYB5R1	c-4	hofbauer cells	18457991.0	60.2
9606.ENSP00000356218	placenta	CYB5R1	c-17	endothelial cells	1521168.0	40.1
9606.ENSP00000356218	urogenital system					
9606.ENSP00000356224	blood					
9606.ENSP00000356224	brain	SYNE1	c-35	astrocytes	1538564.0	1095.2
9606.ENSP00000356224	brain	SYNE1	c-14	inhibitory neurons	23790383.0	903.9
9606.ENSP00000356224	brain	SYNE1	c-43	microglial cells	390440.0	863.1
9606.ENSP00000356224	brain	SYNE1	c-31	excitatory neurons	26853876.0	848.1
9606.ENSP00000356224	brain	SYNE1	c-42	oligodendrocyte precursor cells	1265946.0	402.9
9606.ENSP00000356224	brain	SYNE1	c-12	oligodendrocytes	8026745.0	162.1
9606.ENSP00000356224	eye	SYNE1	c-9	bipolar cells	1134365.0	1402.5
9606.ENSP00000356224	eye	SYNE1	c-11	cone photoreceptor cells	181322.0	529.4
9606.ENSP00000356224	eye	SYNE1	c-12	horizontal cells	223503.0	366.9
9606.ENSP00000356224	eye	SYNE1	c-2	rod photoreceptor cells	1211994.0	364.7
9606.ENSP00000356224	eye	SYNE1	c-13	endothelial cells	747331.0	248.9
9606.ENSP00000356224	eye	SYNE1	c-6	muller glia cells	4230094.0	54.1
9606.ENSP00000356224	heart	SYNE1	c-5	endothelial cells	21521186.0	748.4
9606.ENSP00000356224	heart	SYNE1	c-7	smooth muscle cells	17106114.0	289.0
9606.ENSP00000356224	heart	SYNE1	c-9	fibroblasts	17544967.0	189.6
9606.ENSP00000356224	heart	SYNE1	c-6	mixed immune cells	9544156.0	169.4
9606.ENSP00000356224	heart	SYNE1	c-3	cardiomyocytes	85362196.0	98.1
9606.ENSP00000356236	brain	SYT2	c-3	excitatory neurons	79055080.0	125.8
9606.ENSP00000356236	brain	SYT2	c-25	inhibitory neurons	11671127.0	124.8
9606.ENSP00000356236	brain	SYT2	c-12	oligodendrocytes	8026745.0	10.8
9606.ENSP00000356236	brain	SYT2	c-35	astrocytes	1538564.0	5.2
9606.ENSP00000356236	brain	SYT2	c-43	microglial cells	390440.0	2.6
9606.ENSP00000356236	brain	SYT2	c-42	oligodendrocyte precursor cells	1265946.0	1.6
9606.ENSP00000356251	brain	GPR37L1	c-35	astrocytes	1538564.0	182.6
9606.ENSP00000356251	brain	GPR37L1	c-42	oligodendrocyte precursor cells	1265946.0	139.8
9606.ENSP00000356251	brain	GPR37L1	c-37	oligodendrocytes	2228281.0	32.3
9606.ENSP00000356251	brain	GPR37L1	c-44	excitatory neurons	1529825.0	8.5
9606.ENSP00000356251	brain	GPR37L1	c-43	microglial cells	390440.0	7.7
9606.ENSP00000356251	brain	GPR37L1	c-6	inhibitory neurons	36725974.0	1.4
9606.ENSP00000356280	skin	PHLDA3	c-9	fibroblasts	1766992.0	95.6
9606.ENSP00000356280	skin	PHLDA3	c-6	suprabasal keratinocytes	9007898.0	71.8
9606.ENSP00000356280	skin	PHLDA3	c-5	basal keratinocytes	9562322.0	61.3
9606.ENSP00000356280	skin	PHLDA3	c-8	smooth muscle cells	2204649.0	54.0
9606.ENSP00000356280	skin	PHLDA3	c-13	melanocytes	558734.0	32.2
9606.ENSP00000356280	skin	PHLDA3	c-4	endothelial cells	6948365.0	23.5
9606.ENSP00000356280	skin	PHLDA3	c-0	langerhans cells	6478719.0	20.2
9606.ENSP00000356280	skin	PHLDA3	c-7	t-cells	2726851.0	8.1
9606.ENSP00000356370	brain	CRB1	c-35	astrocytes	1538564.0	934.6
9606.ENSP00000356370	brain	CRB1	c-42	oligodendrocyte precursor cells	1265946.0	440.0
9606.ENSP00000356370	brain	CRB1	c-6	inhibitory neurons	36725974.0	375.2
9606.ENSP00000356370	brain	CRB1	c-37	oligodendrocytes	2228281.0	150.3
9606.ENSP00000356370	brain	CRB1	c-29	excitatory neurons	16327339.0	113.9
9606.ENSP00000356370	brain	CRB1	c-43	microglial cells	390440.0	66.6
9606.ENSP00000356370	urogenital system					
9606.ENSP00000356429	brain	RGS1	c-43	microglial cells	390440.0	20.5
9606.ENSP00000356429	brain	RGS1	c-25	inhibitory neurons	11671127.0	0.3
9606.ENSP00000356505	blood					
9606.ENSP00000356505	brain	NCF2	c-43	microglial cells	390440.0	10.2
9606.ENSP00000356505	brain	NCF2	c-26	inhibitory neurons	14766772.0	0.7
9606.ENSP00000356505	brain	NCF2	c-7	excitatory neurons	63888229.0	0.7
9606.ENSP00000356505	brain	NCF2	c-37	oligodendrocytes	2228281.0	0.4
9606.ENSP00000356515	heart	UTRN	c-7	smooth muscle cells	17106114.0	418.7
9606.ENSP00000356515	heart	UTRN	c-5	endothelial cells	21521186.0	367.2
9606.ENSP00000356515	heart	UTRN	c-6	mixed immune cells	9544156.0	195.2
9606.ENSP00000356515	heart	UTRN	c-9	fibroblasts	17544967.0	64.4
9606.ENSP00000356515	heart	UTRN	c-8	cardiomyocytes	9586739.0	42.8
9606.ENSP00000356515	liver	UTRN	c-10	t-cells	809515.0	92.6
9606.ENSP00000356515	liver	UTRN	c-4	hepatic stellate cells	2530769.0	92.5
9606.ENSP00000356515	liver	UTRN	c-3	kupffer cells	3560013.0	82.6
9606.ENSP00000356515	liver	UTRN	c-13	b-cells	339171.0	76.7
9606.ENSP00000356515	liver	UTRN	c-12	endothelial cells	983671.0	65.1
9606.ENSP00000356515	liver	UTRN	c-14	cholangiocytes	598450.0	33.4
9606.ENSP00000356515	liver	UTRN	c-11	hepatocytes	3556393.0	11.2
9606.ENSP00000356515	liver	UTRN	c-16	erythroid cells	636896.0	4.7
9606.ENSP00000356515	spinal cord					
9606.ENSP00000356515	urogenital system					
9606.ENSP00000356529	brain	RGS16	c-25	inhibitory neurons	11671127.0	81.0
9606.ENSP00000356529	brain	RGS16	c-35	astrocytes	1538564.0	12.3
9606.ENSP00000356529	brain	RGS16	c-12	oligodendrocytes	8026745.0	1.1
9606.ENSP00000356529	brain	RGS16	c-39	excitatory neurons	7483738.0	0.7
9606.ENSP00000356545	brain	CACNA1E	c-39	excitatory neurons	7483738.0	665.6
9606.ENSP00000356545	brain	CACNA1E	c-23	inhibitory neurons	14893701.0	379.9
9606.ENSP00000356545	brain	CACNA1E	c-42	oligodendrocyte precursor cells	1265946.0	116.1
9606.ENSP00000356545	brain	CACNA1E	c-12	oligodendrocytes	8026745.0	49.0
9606.ENSP00000356545	brain	CACNA1E	c-43	microglial cells	390440.0	17.9
9606.ENSP00000356545	brain	CACNA1E	c-35	astrocytes	1538564.0	7.1
9606.ENSP00000356562	brain	XPR1	c-43	microglial cells	390440.0	279.2
9606.ENSP00000356562	brain	XPR1	c-36	excitatory neurons	11162764.0	252.9
9606.ENSP00000356562	brain	XPR1	c-5	inhibitory neurons	62025905.0	206.2
9606.ENSP00000356562	brain	XPR1	c-35	astrocytes	1538564.0	200.8
9606.ENSP00000356562	brain	XPR1	c-42	oligodendrocyte precursor cells	1265946.0	125.6
9606.ENSP00000356562	brain	XPR1	c-12	oligodendrocytes	8026745.0	67.9
9606.ENSP00000356562	urogenital system					
9606.ENSP00000356581	placenta	ADGRG6	c-17	endothelial cells	1521168.0	31.6
9606.ENSP00000356581	placenta	ADGRG6	c-1	extravillous trophoblasts	57277027.0	30.7
9606.ENSP00000356581	placenta	ADGRG6	c-10	syncytiotrophoblasts	12568358.0	9.9
9606.ENSP00000356581	placenta	ADGRG6	c-2	cytotrophoblasts	22258373.0	6.5
9606.ENSP00000356581	placenta	ADGRG6	c-18	fibroblasts	2005662.0	2.5
9606.ENSP00000356581	placenta	ADGRG6	c-9	hofbauer cells	14611761.0	1.9
9606.ENSP00000356581	urogenital system					
9606.ENSP00000356587	kidney	NPHS2	c-12	collecting duct cells	369870.0	29.7
9606.ENSP00000356587	kidney	NPHS2	c-7	t-cells	1734364.0	4.0
9606.ENSP00000356587	kidney	NPHS2	c-9	macrophages	1789589.0	0.6
9606.ENSP00000356587	urogenital system					
9606.ENSP00000356591	urogenital system					
9606.ENSP00000356634	placenta	PAPPA2	c-6	extravillous trophoblasts	42924496.0	148.0
9606.ENSP00000356634	placenta	PAPPA2	c-10	syncytiotrophoblasts	12568358.0	54.1
9606.ENSP00000356634	placenta	PAPPA2	c-11	cytotrophoblasts	9294964.0	8.5
9606.ENSP00000356634	placenta	PAPPA2	c-9	hofbauer cells	14611761.0	1.2
9606.ENSP00000356634	placenta	PAPPA2	c-3	fibroblasts	12067088.0	1.0
9606.ENSP00000356634	placenta	PAPPA2	c-17	endothelial cells	1521168.0	0.7
9606.ENSP00000356634	placenta	PAPPA2	c-6	extravillous trophoblasts	42924496.0	148.0
9606.ENSP00000356634	placenta	PAPPA2	c-10	syncytiotrophoblasts	12568358.0	54.1
9606.ENSP00000356634	placenta	PAPPA2	c-11	cytotrophoblasts	9294964.0	8.5
9606.ENSP00000356634	placenta	PAPPA2	c-9	hofbauer cells	14611761.0	1.2
9606.ENSP00000356634	placenta	PAPPA2	c-3	fibroblasts	12067088.0	1.0
9606.ENSP00000356634	placenta	PAPPA2	c-17	endothelial cells	1521168.0	0.7
9606.ENSP00000356634	urogenital system					
9606.ENSP00000356671	liver	SERPINC1	c-2	hepatocytes	5559913.0	1430.1
9606.ENSP00000356671	liver	SERPINC1	c-10	t-cells	809515.0	66.7
9606.ENSP00000356671	liver	SERPINC1	c-3	kupffer cells	3560013.0	50.8
9606.ENSP00000356671	liver	SERPINC1	c-4	hepatic stellate cells	2530769.0	46.6
9606.ENSP00000356671	liver	SERPINC1	c-13	b-cells	339171.0	44.2
9606.ENSP00000356671	liver	SERPINC1	c-14	cholangiocytes	598450.0	43.4
9606.ENSP00000356671	liver	SERPINC1	c-12	endothelial cells	983671.0	23.4
9606.ENSP00000356671	liver	SERPINC1	c-16	erythroid cells	636896.0	20.4
9606.ENSP00000356671	liver	SERPINC1	c-2	hepatocytes	5559913.0	1430.1
9606.ENSP00000356671	liver	SERPINC1	c-10	t-cells	809515.0	66.7
9606.ENSP00000356671	liver	SERPINC1	c-3	kupffer cells	3560013.0	50.8
9606.ENSP00000356671	liver	SERPINC1	c-4	hepatic stellate cells	2530769.0	46.6
9606.ENSP00000356671	liver	SERPINC1	c-13	b-cells	339171.0	44.2
9606.ENSP00000356671	liver	SERPINC1	c-14	cholangiocytes	598450.0	43.4
9606.ENSP00000356671	liver	SERPINC1	c-12	endothelial cells	983671.0	23.4
9606.ENSP00000356671	liver	SERPINC1	c-16	erythroid cells	636896.0	20.4
9606.ENSP00000356705	brain	DNM3	c-12	oligodendrocytes	8026745.0	2801.6
9606.ENSP00000356705	brain	DNM3	c-42	oligodendrocyte precursor cells	1265946.0	1534.0
9606.ENSP00000356705	brain	DNM3	c-15	inhibitory neurons	19261792.0	1266.0
9606.ENSP00000356705	brain	DNM3	c-44	excitatory neurons	1529825.0	900.1
9606.ENSP00000356705	brain	DNM3	c-43	microglial cells	390440.0	486.6
9606.ENSP00000356705	brain	DNM3	c-35	astrocytes	1538564.0	412.7
9606.ENSP00000356713	brain	IFNGR1	c-43	microglial cells	390440.0	402.1
9606.ENSP00000356713	brain	IFNGR1	c-12	oligodendrocytes	8026745.0	64.4
9606.ENSP00000356713	brain	IFNGR1	c-35	astrocytes	1538564.0	42.9
9606.ENSP00000356713	brain	IFNGR1	c-42	oligodendrocyte precursor cells	1265946.0	39.5
9606.ENSP00000356713	brain	IFNGR1	c-14	inhibitory neurons	23790383.0	39.4
9606.ENSP00000356713	brain	IFNGR1	c-36	excitatory neurons	11162764.0	38.7
9606.ENSP00000356771	placenta	F5	c-13	cytotrophoblasts	7976052.0	183.2
9606.ENSP00000356771	placenta	F5	c-16	fibroblasts	4848828.0	67.0
9606.ENSP00000356771	placenta	F5	c-10	syncytiotrophoblasts	12568358.0	43.5
9606.ENSP00000356771	placenta	F5	c-4	hofbauer cells	18457991.0	4.2
9606.ENSP00000356771	placenta	F5	c-12	extravillous trophoblasts	24674055.0	2.9
9606.ENSP00000356771	placenta	F5	c-17	endothelial cells	1521168.0	2.0
9606.ENSP00000356790	brain	ATP1B1	c-41	inhibitory neurons	3515201.0	1408.5
9606.ENSP00000356790	brain	ATP1B1	c-29	excitatory neurons	16327339.0	837.1
9606.ENSP00000356790	brain	ATP1B1	c-12	oligodendrocytes	8026745.0	744.6
9606.ENSP00000356790	brain	ATP1B1	c-43	microglial cells	390440.0	222.8
9606.ENSP00000356790	brain	ATP1B1	c-35	astrocytes	1538564.0	157.3
9606.ENSP00000356790	brain	ATP1B1	c-42	oligodendrocyte precursor cells	1265946.0	148.5
9606.ENSP00000356790	brain	ATP1B1	c-41	inhibitory neurons	3515201.0	1408.5
9606.ENSP00000356790	brain	ATP1B1	c-29	excitatory neurons	16327339.0	837.1
9606.ENSP00000356790	brain	ATP1B1	c-12	oligodendrocytes	8026745.0	744.6
9606.ENSP00000356790	brain	ATP1B1	c-43	microglial cells	390440.0	222.8
9606.ENSP00000356790	brain	ATP1B1	c-35	astrocytes	1538564.0	157.3
9606.ENSP00000356790	brain	ATP1B1	c-42	oligodendrocyte precursor cells	1265946.0	148.5
9606.ENSP00000356790	gastrointestinal tract					
9606.ENSP00000356790	kidney	ATP1B1	c-12	collecting duct cells	369870.0	2533.3
9606.ENSP00000356790	kidney	ATP1B1	c-4	proximal tubular cells	4748731.0	1034.6
9606.ENSP00000356790	kidney	ATP1B1	c-11	distal tubular cells	549908.0	858.3
9606.ENSP00000356790	kidney	ATP1B1	c-9	macrophages	1789589.0	90.5
9606.ENSP00000356790	kidney	ATP1B1	c-13	b-cells	240783.0	66.4
9606.ENSP00000356790	kidney	ATP1B1	c-7	t-cells	1734364.0	56.5
9606.ENSP00000356790	kidney	ATP1B1	c-12	collecting duct cells	369870.0	2533.3
9606.ENSP00000356790	kidney	ATP1B1	c-4	proximal tubular cells	4748731.0	1034.6
9606.ENSP00000356790	kidney	ATP1B1	c-11	distal tubular cells	549908.0	858.3
9606.ENSP00000356790	kidney	ATP1B1	c-9	macrophages	1789589.0	90.5
9606.ENSP00000356790	kidney	ATP1B1	c-13	b-cells	240783.0	66.4
9606.ENSP00000356790	kidney	ATP1B1	c-7	t-cells	1734364.0	56.5
9606.ENSP00000356790	lung	ATP1B1	c-16	club cells	888104.0	814.1
9606.ENSP00000356790	lung	ATP1B1	c-1	respiratory ciliated cells	8320942.0	560.4
9606.ENSP00000356790	lung	ATP1B1	c-4	basal respiratory cells	4103517.0	480.8
9606.ENSP00000356790	lung	ATP1B1	c-15	ionocytes	378503.0	480.8
9606.ENSP00000356790	lung	ATP1B1	c-10	alveolar cells type 1	181256.0	413.8
9606.ENSP00000356790	lung	ATP1B1	c-7	club cells	594656.0	380.1
9606.ENSP00000356790	lung	ATP1B1	c-1	alveolar cells type 2	1202921.0	345.0
9606.ENSP00000356790	lung	ATP1B1	c-5	fibroblasts	738761.0	296.4
9606.ENSP00000356790	lung	ATP1B1	c-8	respiratory ciliated cells	474551.0	295.0
9606.ENSP00000356790	lung	ATP1B1	c-0	macrophages	1636431.0	182.7
9606.ENSP00000356790	lung	ATP1B1	c-13	smooth muscle cells	1075720.0	66.0
9606.ENSP00000356790	lung	ATP1B1	c-4	granulocytes	326433.0	46.0
9606.ENSP00000356790	lung	ATP1B1	c-9	endothelial cells	192094.0	36.4
9606.ENSP00000356790	lung	ATP1B1	c-3	t-cells	540980.0	29.6
9606.ENSP00000356790	urogenital system					
9606.ENSP00000356790	urogenital system					
9606.ENSP00000356832	blood					
9606.ENSP00000356832	brain	SGK1	c-37	oligodendrocytes	2228281.0	833.4
9606.ENSP00000356832	brain	SGK1	c-21	inhibitory neurons	20255965.0	716.1
9606.ENSP00000356832	brain	SGK1	c-42	oligodendrocyte precursor cells	1265946.0	425.8
9606.ENSP00000356832	brain	SGK1	c-44	excitatory neurons	1529825.0	271.3
9606.ENSP00000356832	brain	SGK1	c-43	microglial cells	390440.0	158.8
9606.ENSP00000356832	brain	SGK1	c-35	astrocytes	1538564.0	67.6
9606.ENSP00000356832	gastrointestinal tract					
9606.ENSP00000356832	kidney	SGK1	c-2	proximal tubular cells	9689985.0	143.7
9606.ENSP00000356832	kidney	SGK1	c-9	macrophages	1789589.0	125.2
9606.ENSP00000356832	kidney	SGK1	c-12	collecting duct cells	369870.0	100.0
9606.ENSP00000356832	kidney	SGK1	c-13	b-cells	240783.0	24.9
9606.ENSP00000356832	kidney	SGK1	c-11	distal tubular cells	549908.0	20.0
9606.ENSP00000356832	kidney	SGK1	c-7	t-cells	1734364.0	12.1
9606.ENSP00000356832	lung	SGK1	c-2	macrophages	757374.0	809.4
9606.ENSP00000356832	lung	SGK1	c-6	alveolar cells type 2	288663.0	582.0
9606.ENSP00000356832	lung	SGK1	c-4	granulocytes	326433.0	508.5
9606.ENSP00000356832	lung	SGK1	c-4	basal respiratory cells	4103517.0	451.3
9606.ENSP00000356832	lung	SGK1	c-5	club cells	5520866.0	443.4
9606.ENSP00000356832	lung	SGK1	c-5	fibroblasts	738761.0	381.7
9606.ENSP00000356832	lung	SGK1	c-13	smooth muscle cells	1075720.0	239.8
9606.ENSP00000356832	lung	SGK1	c-9	endothelial cells	192094.0	192.6
9606.ENSP00000356832	lung	SGK1	c-7	club cells	594656.0	146.3
9606.ENSP00000356832	lung	SGK1	c-1	respiratory ciliated cells	8320942.0	127.7
9606.ENSP00000356832	lung	SGK1	c-15	ionocytes	378503.0	118.9
9606.ENSP00000356832	lung	SGK1	c-3	t-cells	540980.0	107.2
9606.ENSP00000356832	lung	SGK1	c-10	alveolar cells type 1	181256.0	66.2
9606.ENSP00000356832	lung	SGK1	c-8	respiratory ciliated cells	474551.0	37.9
9606.ENSP00000356832	placenta	SGK1	c-10	syncytiotrophoblasts	12568358.0	423.8
9606.ENSP00000356832	placenta	SGK1	c-9	hofbauer cells	14611761.0	396.5
9606.ENSP00000356832	placenta	SGK1	c-18	fibroblasts	2005662.0	126.6
9606.ENSP00000356832	placenta	SGK1	c-17	endothelial cells	1521168.0	73.0
9606.ENSP00000356832	placenta	SGK1	c-11	cytotrophoblasts	9294964.0	58.2
9606.ENSP00000356832	placenta	SGK1	c-6	extravillous trophoblasts	42924496.0	26.3
9606.ENSP00000356832	skin	SGK1	c-0	langerhans cells	6478719.0	861.7
9606.ENSP00000356832	skin	SGK1	c-13	melanocytes	558734.0	270.3
9606.ENSP00000356832	skin	SGK1	c-4	endothelial cells	6948365.0	199.9
9606.ENSP00000356832	skin	SGK1	c-5	basal keratinocytes	9562322.0	143.8
9606.ENSP00000356832	skin	SGK1	c-1	fibroblasts	4996709.0	98.1
9606.ENSP00000356832	skin	SGK1	c-6	suprabasal keratinocytes	9007898.0	81.8
9606.ENSP00000356832	skin	SGK1	c-7	t-cells	2726851.0	47.7
9606.ENSP00000356832	skin	SGK1	c-10	smooth muscle cells	874801.0	43.4
9606.ENSP00000356832	urogenital system					
9606.ENSP00000356842	gastrointestinal tract					
9606.ENSP00000356842	gastrointestinal tract					
9606.ENSP00000356842	intestine	GPA33	c-6	distal enterocytes	856747.0	1097.2
9606.ENSP00000356842	intestine	GPA33	c-5	distal enterocytes	3367989.0	769.3
9606.ENSP00000356842	intestine	GPA33	c-11	paneth cells	342270.0	642.8
9606.ENSP00000356842	intestine	GPA33	c-10	intestinal goblet cells	1688187.0	383.8
9606.ENSP00000356842	intestine	GPA33	c-2	paneth cells	5929594.0	256.2
9606.ENSP00000356842	intestine	GPA33	c-8	undifferentiated cells	927497.0	239.4
9606.ENSP00000356842	intestine	GPA33	c-10	intestinal goblet cells	482730.0	238.2
9606.ENSP00000356842	intestine	GPA33	c-3	undifferentiated cells	5928643.0	234.6
9606.ENSP00000356842	intestine	GPA33	c-1	intestinal goblet cells	1438754.0	210.6
9606.ENSP00000356842	intestine	GPA33	c-6	proximal enterocytes	2251272.0	209.7
9606.ENSP00000356842	intestine	GPA33	c-11	paneth cells	329372.0	176.1
9606.ENSP00000356842	intestine	GPA33	c-7	undifferentiated cells	4952009.0	91.5
9606.ENSP00000356842	intestine	GPA33	c-11	enteroendocrine cells	348970.0	57.3
9606.ENSP00000356842	intestine	GPA33	c-3	t-cells	1281402.0	25.0
9606.ENSP00000356842	intestine	GPA33	c-15	granulocytes	49461.0	20.2
9606.ENSP00000356842	intestine	GPA33	c-12	b-cells	370114.0	10.8
9606.ENSP00000356842	intestine	GPA33	c-14	enteroendocrine cells	157206.0	6.4
9606.ENSP00000356842	intestine	GPA33	c-6	distal enterocytes	856747.0	1097.2
9606.ENSP00000356842	intestine	GPA33	c-5	distal enterocytes	3367989.0	769.3
9606.ENSP00000356842	intestine	GPA33	c-11	paneth cells	342270.0	642.8
9606.ENSP00000356842	intestine	GPA33	c-10	intestinal goblet cells	1688187.0	383.8
9606.ENSP00000356842	intestine	GPA33	c-2	paneth cells	5929594.0	256.2
9606.ENSP00000356842	intestine	GPA33	c-8	undifferentiated cells	927497.0	239.4
9606.ENSP00000356842	intestine	GPA33	c-10	intestinal goblet cells	482730.0	238.2
9606.ENSP00000356842	intestine	GPA33	c-3	undifferentiated cells	5928643.0	234.6
9606.ENSP00000356842	intestine	GPA33	c-1	intestinal goblet cells	1438754.0	210.6
9606.ENSP00000356842	intestine	GPA33	c-6	proximal enterocytes	2251272.0	209.7
9606.ENSP00000356842	intestine	GPA33	c-11	paneth cells	329372.0	176.1
9606.ENSP00000356842	intestine	GPA33	c-7	undifferentiated cells	4952009.0	91.5
9606.ENSP00000356842	intestine	GPA33	c-11	enteroendocrine cells	348970.0	57.3
9606.ENSP00000356842	intestine	GPA33	c-3	t-cells	1281402.0	25.0
9606.ENSP00000356842	intestine	GPA33	c-15	granulocytes	49461.0	20.2
9606.ENSP00000356842	intestine	GPA33	c-12	b-cells	370114.0	10.8
9606.ENSP00000356842	intestine	GPA33	c-14	enteroendocrine cells	157206.0	6.4
9606.ENSP00000356899	brain	DDR2	c-17	inhibitory neurons	21423707.0	216.7
9606.ENSP00000356899	brain	DDR2	c-22	excitatory neurons	32520052.0	114.6
9606.ENSP00000356899	brain	DDR2	c-35	astrocytes	1538564.0	105.9
9606.ENSP00000356899	brain	DDR2	c-43	microglial cells	390440.0	79.4
9606.ENSP00000356899	brain	DDR2	c-42	oligodendrocyte precursor cells	1265946.0	9.5
9606.ENSP00000356899	brain	DDR2	c-12	oligodendrocytes	8026745.0	8.7
9606.ENSP00000356903	urogenital system					
9606.ENSP00000356918	brain	STX7	c-43	microglial cells	390440.0	299.7
9606.ENSP00000356918	brain	STX7	c-38	inhibitory neurons	6521624.0	123.6
9606.ENSP00000356918	brain	STX7	c-11	excitatory neurons	52553566.0	114.5
9606.ENSP00000356918	brain	STX7	c-12	oligodendrocytes	8026745.0	114.0
9606.ENSP00000356918	brain	STX7	c-42	oligodendrocyte precursor cells	1265946.0	69.5
9606.ENSP00000356918	brain	STX7	c-35	astrocytes	1538564.0	67.6
9606.ENSP00000356946	blood					
9606.ENSP00000356946	brain	FCGR3A	c-43	microglial cells	390440.0	56.3
9606.ENSP00000356946	brain	FCGR3A	c-35	astrocytes	1538564.0	1.3
9606.ENSP00000356946	brain	FCGR3A	c-41	inhibitory neurons	3515201.0	0.6
9606.ENSP00000356946	brain	FCGR3A	c-13	excitatory neurons	32299866.0	0.2
9606.ENSP00000356946	brain	FCGR3A	c-12	oligodendrocytes	8026745.0	0.1
9606.ENSP00000356953	brain	SDHC	c-41	inhibitory neurons	3515201.0	50.4
9606.ENSP00000356953	brain	SDHC	c-29	excitatory neurons	16327339.0	37.1
9606.ENSP00000356953	brain	SDHC	c-12	oligodendrocytes	8026745.0	35.5
9606.ENSP00000356953	brain	SDHC	c-35	astrocytes	1538564.0	29.2
9606.ENSP00000356953	brain	SDHC	c-42	oligodendrocyte precursor cells	1265946.0	27.6
9606.ENSP00000356953	brain	SDHC	c-43	microglial cells	390440.0	25.6
9606.ENSP00000356953	urogenital system					
9606.ENSP00000356954	brain					
9606.ENSP00000356954	eye					
9606.ENSP00000356954	gastrointestinal tract					
9606.ENSP00000356954	intestine					
9606.ENSP00000356954	kidney					
9606.ENSP00000356954	lung					
9606.ENSP00000356954	skin					
9606.ENSP00000356954	urogenital system					
9606.ENSP00000356981	brain	USP21	c-35	astrocytes	1538564.0	10.4
9606.ENSP00000356981	brain	USP21	c-37	oligodendrocytes	2228281.0	8.5
9606.ENSP00000356981	brain	USP21	c-43	microglial cells	390440.0	5.1
9606.ENSP00000356981	brain	USP21	c-13	excitatory neurons	32299866.0	4.5
9606.ENSP00000356981	brain	USP21	c-8	inhibitory neurons	58348022.0	4.5
9606.ENSP00000356981	brain	USP21	c-42	oligodendrocyte precursor cells	1265946.0	3.2
9606.ENSP00000357005	gastrointestinal tract					
9606.ENSP00000357005	intestine	F11R	c-6	distal enterocytes	856747.0	353.7
9606.ENSP00000357005	intestine	F11R	c-5	distal enterocytes	3367989.0	172.5
9606.ENSP00000357005	intestine	F11R	c-11	paneth cells	342270.0	163.6
9606.ENSP00000357005	intestine	F11R	c-14	enteroendocrine cells	157206.0	127.2
9606.ENSP00000357005	intestine	F11R	c-10	intestinal goblet cells	1688187.0	82.9
9606.ENSP00000357005	intestine	F11R	c-1	intestinal goblet cells	1438754.0	73.7
9606.ENSP00000357005	intestine	F11R	c-8	undifferentiated cells	927497.0	66.8
9606.ENSP00000357005	intestine	F11R	c-2	paneth cells	5929594.0	66.6
9606.ENSP00000357005	intestine	F11R	c-2	proximal enterocytes	7033736.0	66.0
9606.ENSP00000357005	intestine	F11R	c-11	enteroendocrine cells	348970.0	63.0
9606.ENSP00000357005	intestine	F11R	c-11	paneth cells	329372.0	60.7
9606.ENSP00000357005	intestine	F11R	c-9	intestinal goblet cells	2031351.0	60.1
9606.ENSP00000357005	intestine	F11R	c-3	undifferentiated cells	5928643.0	50.1
9606.ENSP00000357005	intestine	F11R	c-3	undifferentiated cells	13088246.0	36.5
9606.ENSP00000357005	intestine	F11R	c-15	granulocytes	49461.0	20.2
9606.ENSP00000357005	intestine	F11R	c-3	t-cells	1281402.0	15.6
9606.ENSP00000357005	intestine	F11R	c-12	b-cells	370114.0	13.5
9606.ENSP00000357005	placenta	F11R	c-1	extravillous trophoblasts	57277027.0	134.6
9606.ENSP00000357005	placenta	F11R	c-11	cytotrophoblasts	9294964.0	105.9
9606.ENSP00000357005	placenta	F11R	c-17	endothelial cells	1521168.0	50.6
9606.ENSP00000357005	placenta	F11R	c-10	syncytiotrophoblasts	12568358.0	46.1
9606.ENSP00000357005	placenta	F11R	c-18	fibroblasts	2005662.0	44.4
9606.ENSP00000357005	placenta	F11R	c-9	hofbauer cells	14611761.0	26.6
